Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18
REF. 87054767-MARTIN-I-LH ,hombre,chaquetas,9,S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87065633-JEAN-LH ,hombre,chaquetas,9,S-M-L-XL-XXL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87075653-GARDEN-LH ,hombre,chaquetas,9,M-L-XL-,NULL,temporada,149-99 €,NULL,NULL,NULL,Composición: 100%  piel caprino,NULL,#¿NOMBRE?,MANGO,
REF. 87035659-CARSON-LH ,hombre,chaquetas,11,S-M-L-XL-XXL-,NULL,temporada,149-99 €,NULL,NULL,NULL,Composición: 100%  piel caprino,NULL,#¿NOMBRE?,MANGO,
REF. 87037106-UENO-LH ,hombre,chaquetas,9,S-M-L-XL-XXL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-Se puede usar secadora,MANGO
REF. 87037106-UENO-LH ,hombre,chaquetas,8,S-M-L-XL-XXL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco restric. mecanica percloroetileno-Se puede usar secadora,MANGO
REF. 87017115-THYME-LH ,hombre,chaquetas,11,S-M-L-XL-XXL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-Se puede usar secadora,MANGO
REF. 87017116-MARTINO-LH ,hombre,chaquetas,9,S-M-L-XL-XXL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87090505-BOSQUE-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87040513-CALI-LH ,hombre,camisas,7,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87020523-JAZZ-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020523-JAZZ-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87107888-BAKU-LH ,hombre,camisas,10,S-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87138629-BELLART-LH ,hombre,camisas,8,S-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 99%  poliéster-1%  elastano. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87187877-BUDOR-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87062530-RUBENS-LH ,hombre,camisas,9,XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040517-CAMO-LH ,hombre,camisas,7,S-M-L-XL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87004009-DELTA-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87004009-DELTA-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87004011-JAZZ-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87004011-JAZZ-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87064766-JIM-LH ,hombre,camisas,10,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045634-LOUIS-LH ,hombre,camisas,10,S-M-L-XL-XXL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87004010-JAZZ-LH ,hombre,camisas,9,XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87004010-JAZZ-LH ,hombre,camisas,9,XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87010522-OXFORD-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87015666-ELDU-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87025671-ELDA-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87045625-CHENNAI-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,7,XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055624-AVISPA-I-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 17000193-LORENZO-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 17030192-LORENA-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 17010194-LALI-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87095659-FLOREN-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,35-99 €,NULL,NULL,NULL,Composición: 85%  algodón-15%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87015660-FARGO-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 85%  algodón-15%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87055724-FARO-LH ,hombre,camisas,6,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075723-FARO1-LH ,hombre,camisas,10,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87015661-FUJI-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 85%  algodón-15%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87055902-FRESNO-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 85%  algodón-15%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87027143-GALERNA-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067149-COBALT-I-LH ,hombre,camisas,8,S-M-L-XL-XXL-,NULL,temporada,59-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054006-DALCO-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054006-DALCO-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054006-DALCO-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87094764-JOHN-LH ,hombre,chaquetas,11,S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054767-MARTIN-I-LH ,hombre,chaquetas,9,S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87090503-ALFRED-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-No lavar-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87060504-MASNOU-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87060504-MASNOU-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87090505-BOSQUE-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87070506-CAB-LH ,hombre,camisas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87050507-CABA-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040510-CABI-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020512-CABRO-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040509-KODAK-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040509-KODAK-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040509-KODAK-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87010522-OXFORD-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87010522-OXFORD-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87010522-OXFORD-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87010522-OXFORD-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040511-CLAUDE-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040511-CLAUDE-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040511-CLAUDE-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87080506-ARTHUR-LH ,hombre,camisas,6,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87080506-ARTHUR-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87080506-ARTHUR-LH ,hombre,camisas,9,XS-S-M-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87080506-ARTHUR-LH ,hombre,camisas,8,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87000520-CALTA-LH ,hombre,camisas,9,S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87000520-CALTA-LH ,hombre,camisas,8,S-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87010519-KODA-LH ,hombre,camisas,7,L-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-Se puede usar secadora,MANGO
REF. 87050512-KODAKI-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87050512-KODAKI-I-LH ,hombre,camisas,9,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87050512-KODAKI-I-LH ,hombre,camisas,6,XS-S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87060513-ARLO-I-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87060514-AROA-I-LH ,hombre,camisas,8,XS-S-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040514-KUDOK-I-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87020517-DOTI-H-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040515-GINZA-H-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040515-GINZA-H-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040515-GINZA-H-LH ,hombre,camisas,5,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040515-GINZA-H-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87030516-REPLAY-H-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 96%  algodón-4%  elastano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87030516-REPLAY-H-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 96%  algodón-4%  elastano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87030516-REPLAY-H-LH ,hombre,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 96%  algodón-4%  elastano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87040516-PALM-H-LH ,hombre,camisas,6,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87000521-DOTE-H-LH ,hombre,camisas,5,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
